dataset,market,category,position_change_metric,horizon,pearson_r,observations
legacy,nq,noncommercial,short_oi_pct_change,1d_post_release,0.005295993148851359,558
legacy,nq,noncommercial,short_oi_pct_change,2d_post_release,-0.012922134928147491,558
legacy,nq,noncommercial,short_oi_pct_change,3d_post_release,-0.05558809556516445,558
legacy,nq,noncommercial,short_oi_pct_change,1w_post_release,-0.006425072503653345,558
legacy,nq,noncommercial,short_oi_pct_change,2w_post_release,0.04132325144383902,557
legacy,nq,noncommercial,short_oi_pct_change,4w_post_release,0.021744802946405985,554
legacy,nq,noncommercial,short_oi_pct_change,13w_post_release,0.00793354303240806,545
legacy,nq,commercial,net_oi_pct_change,1d_post_release,0.0028083961802114416,558
legacy,nq,commercial,net_oi_pct_change,2d_post_release,0.0470008551018877,558
legacy,nq,commercial,net_oi_pct_change,3d_post_release,-0.01950431234660631,558
legacy,nq,commercial,net_oi_pct_change,1w_post_release,0.020368668623084618,558
legacy,nq,commercial,net_oi_pct_change,2w_post_release,0.05297984695330619,557
legacy,nq,commercial,net_oi_pct_change,4w_post_release,0.06025396471648357,554
legacy,nq,commercial,net_oi_pct_change,13w_post_release,0.03386456570785442,545
legacy,nq,commercial,long_oi_pct_change,1d_post_release,-0.0031905912546781093,558
legacy,nq,commercial,long_oi_pct_change,2d_post_release,0.03673817452422475,558
legacy,nq,commercial,long_oi_pct_change,3d_post_release,-0.02058923095357893,558
legacy,nq,commercial,long_oi_pct_change,1w_post_release,-0.030790658429280013,558
legacy,nq,commercial,long_oi_pct_change,2w_post_release,-0.012917568661686977,557
legacy,nq,commercial,long_oi_pct_change,4w_post_release,0.02666007502158685,554
legacy,nq,commercial,long_oi_pct_change,13w_post_release,0.02761228743586913,545
legacy,nq,commercial,short_oi_pct_change,1d_post_release,-0.007227600064289275,558
legacy,nq,commercial,short_oi_pct_change,2d_post_release,-0.02943892037314278,558
legacy,nq,commercial,short_oi_pct_change,3d_post_release,0.006790648753689653,558
legacy,nq,commercial,short_oi_pct_change,1w_post_release,-0.060187780225468876,558
legacy,nq,commercial,short_oi_pct_change,2w_post_release,-0.0883916532203921,557
legacy,nq,commercial,short_oi_pct_change,4w_post_release,-0.05851099632538246,554
legacy,nq,commercial,short_oi_pct_change,13w_post_release,-0.020136089330557737,545
legacy,nq,total_reportable,net_oi_pct_change,1d_post_release,-0.00431741546907511,558
legacy,nq,total_reportable,net_oi_pct_change,2d_post_release,0.06136529103938882,558
legacy,nq,total_reportable,net_oi_pct_change,3d_post_release,0.018119206690458967,558
legacy,nq,total_reportable,net_oi_pct_change,1w_post_release,0.027579482325042943,558
legacy,nq,total_reportable,net_oi_pct_change,2w_post_release,0.07388208078529318,557
legacy,nq,total_reportable,net_oi_pct_change,4w_post_release,0.07802751141670511,554
legacy,nq,total_reportable,net_oi_pct_change,13w_post_release,0.0494743761819894,545
legacy,nq,total_reportable,long_oi_pct_change,1d_post_release,-0.007218147860069922,558
legacy,nq,total_reportable,long_oi_pct_change,2d_post_release,0.00845403903406414,558
legacy,nq,total_reportable,long_oi_pct_change,3d_post_release,-0.05823850290551272,558
legacy,nq,total_reportable,long_oi_pct_change,1w_post_release,-0.047911068406889426,558
legacy,nq,total_reportable,long_oi_pct_change,2w_post_release,-0.0009161385693611944,557
legacy,nq,total_reportable,long_oi_pct_change,4w_post_release,0.04768688823765869,554
legacy,nq,total_reportable,long_oi_pct_change,13w_post_release,0.03452218199893718,545
legacy,nq,total_reportable,short_oi_pct_change,1d_post_release,-0.001948086698527476,558
legacy,nq,total_reportable,short_oi_pct_change,2d_post_release,-0.06405731395921195,558
legacy,nq,total_reportable,short_oi_pct_change,3d_post_release,-0.0781041032945296,558
legacy,nq,total_reportable,short_oi_pct_change,1w_post_release,-0.0791847711984238,558
legacy,nq,total_reportable,short_oi_pct_change,2w_post_release,-0.08790920654034647,557
legacy,nq,total_reportable,short_oi_pct_change,4w_post_release,-0.04532436465280335,554
legacy,nq,total_reportable,short_oi_pct_change,13w_post_release,-0.024338835025056564,545
legacy,nq,nonreportable,net_oi_pct_change,1d_post_release,0.004354166065766758,558
legacy,nq,nonreportable,net_oi_pct_change,2d_post_release,-0.061351491105325076,558
legacy,nq,nonreportable,net_oi_pct_change,3d_post_release,-0.018104014017672004,558
legacy,nq,nonreportable,net_oi_pct_change,1w_post_release,-0.027588488982534055,558
legacy,nq,nonreportable,net_oi_pct_change,2w_post_release,-0.07388882571072795,557
legacy,nq,nonreportable,net_oi_pct_change,4w_post_release,-0.07805681975978211,554
legacy,nq,nonreportable,net_oi_pct_change,13w_post_release,-0.04949202672617265,545
legacy,nq,nonreportable,long_oi_pct_change,1d_post_release,0.00726364868002954,558
legacy,nq,nonreportable,long_oi_pct_change,2d_post_release,-0.008389496956609167,558
legacy,nq,nonreportable,long_oi_pct_change,3d_post_release,0.05828599824590384,558
legacy,nq,nonreportable,long_oi_pct_change,1w_post_release,0.04794255407951753,558
legacy,nq,nonreportable,long_oi_pct_change,2w_post_release,0.0009326921689784367,557
legacy,nq,nonreportable,long_oi_pct_change,4w_post_release,-0.047698058873278534,554
legacy,nq,nonreportable,long_oi_pct_change,13w_post_release,-0.03451314010047468,545
legacy,nq,nonreportable,short_oi_pct_change,1d_post_release,0.0019491977558935834,558
legacy,nq,nonreportable,short_oi_pct_change,2d_post_release,0.06410248079157065,558
legacy,nq,nonreportable,short_oi_pct_change,3d_post_release,0.0781316895859764,558
legacy,nq,nonreportable,short_oi_pct_change,1w_post_release,0.07922509145577862,558
legacy,nq,nonreportable,short_oi_pct_change,2w_post_release,0.08793141639177807,557
legacy,nq,nonreportable,short_oi_pct_change,4w_post_release,0.04534631853357396,554
legacy,nq,nonreportable,short_oi_pct_change,13w_post_release,0.024367401695947186,545
